frame_idx,timestamp_sec,ir_bbox,ir_poly,depth_m,bbox_coords
0,0.728,118.02,117.12,0.001,"(214, 390, 322, 521)"
1,0.776,118.02,117.12,0.001,"(214, 390, 322, 521)"
2,0.826,118.02,117.12,0.001,"(214, 390, 322, 521)"
3,0.880,118.02,117.12,0.001,"(214, 390, 322, 521)"
4,0.930,57.76,57.30,0.002,"(214, 390, 322, 521)"
5,0.981,57.46,57.01,0.002,"(214, 390, 322, 521)"
6,1.032,57.48,57.02,0.000,"(214, 390, 322, 521)"
7,1.082,54.19,53.76,0.006,"(214, 390, 322, 521)"
8,1.132,51.29,50.90,0.004,"(214, 390, 322, 521)"
9,1.182,51.17,50.78,0.006,"(214, 390, 322, 521)"
10,1.235,51.28,50.88,0.005,"(214, 390, 322, 521)"
11,1.286,51.16,50.76,0.002,"(214, 390, 322, 521)"
12,1.336,51.29,50.90,0.003,"(214, 390, 322, 521)"
13,1.384,51.18,50.79,0.002,"(214, 390, 322, 521)"
14,1.437,51.28,50.89,0.004,"(214, 390, 322, 521)"
15,1.489,51.21,50.82,0.008,"(214, 390, 322, 521)"
16,1.538,51.31,50.92,0.005,"(214, 390, 322, 521)"
17,1.589,51.25,50.86,0.043,"(214, 390, 322, 521)"
18,1.639,51.36,50.96,0.006,"(214, 390, 322, 521)"
19,1.690,51.29,50.90,0.005,"(214, 390, 322, 521)"
20,1.737,51.34,50.95,0.004,"(214, 390, 322, 521)"
21,1.787,51.30,50.91,0.004,"(214, 390, 322, 521)"
22,1.838,51.34,50.95,0.006,"(214, 390, 322, 521)"
23,1.886,51.36,50.96,0.004,"(214, 390, 322, 521)"
24,1.935,51.39,50.99,0.003,"(214, 390, 322, 521)"
25,1.983,51.34,50.95,0.003,"(214, 390, 322, 521)"
26,2.034,51.34,50.95,0.001,"(214, 390, 322, 521)"
27,2.087,51.35,50.96,0.005,"(214, 390, 322, 521)"
28,2.137,51.33,50.94,0.002,"(214, 390, 322, 521)"
29,2.187,51.33,50.94,0.007,"(214, 390, 322, 521)"
30,2.236,51.33,50.94,0.004,"(214, 390, 322, 521)"
31,2.287,51.36,50.97,0.084,"(214, 390, 322, 521)"
32,2.337,51.35,50.95,0.004,"(214, 390, 322, 521)"
33,2.388,51.37,50.97,0.004,"(214, 390, 322, 521)"
34,2.437,51.31,50.92,0.004,"(214, 390, 322, 521)"
35,2.487,51.37,50.98,0.002,"(214, 390, 322, 521)"
36,2.538,51.28,50.89,0.003,"(214, 390, 322, 521)"
37,2.589,51.37,50.98,0.009,"(214, 390, 322, 521)"
38,2.638,51.27,50.88,0.010,"(214, 390, 322, 521)"
39,2.689,51.38,50.99,0.002,"(214, 390, 322, 521)"
40,2.739,51.31,50.92,0.001,"(214, 390, 322, 521)"
41,2.791,51.39,50.99,0.002,"(214, 390, 322, 521)"
42,2.840,51.30,50.91,0.001,"(214, 390, 322, 521)"
43,2.891,51.41,51.02,0.003,"(214, 390, 322, 521)"
44,2.941,51.36,50.97,0.003,"(214, 390, 322, 521)"
