frame_idx,timestamp_sec,ir_bbox,ir_poly,depth_m,bbox_coords
203,10.560,61.66,61.69,0.009,"(217, 354, 320, 528)"
204,10.611,61.73,61.77,0.030,"(217, 354, 320, 528)"
205,10.660,61.67,61.71,0.016,"(217, 354, 320, 528)"
206,10.707,61.76,61.80,0.010,"(217, 354, 320, 528)"
207,10.757,61.70,61.73,0.019,"(217, 354, 320, 528)"
208,10.805,61.77,61.80,0.013,"(217, 354, 320, 528)"
209,10.854,61.68,61.71,0.007,"(217, 354, 320, 528)"
210,10.905,61.77,61.80,0.014,"(217, 354, 320, 528)"
211,10.955,61.66,61.69,0.014,"(217, 354, 320, 528)"
212,11.002,61.75,61.78,0.007,"(217, 354, 320, 528)"
213,11.050,61.65,61.69,0.017,"(217, 354, 320, 528)"
214,11.100,61.76,61.80,0.012,"(217, 354, 320, 528)"
215,11.148,61.63,61.66,0.025,"(217, 354, 320, 528)"
216,11.197,61.74,61.77,0.003,"(217, 354, 320, 528)"
217,11.244,61.62,61.65,0.017,"(217, 354, 320, 528)"
218,11.292,61.58,61.62,0.005,"(217, 354, 320, 528)"
219,11.343,61.54,61.57,0.011,"(217, 354, 320, 528)"
220,11.387,61.54,61.58,0.014,"(217, 354, 320, 528)"
221,11.434,61.45,61.49,0.007,"(217, 354, 320, 528)"
222,11.482,61.47,61.50,0.012,"(217, 354, 320, 528)"
223,11.532,61.59,61.63,0.011,"(217, 354, 320, 528)"
224,11.578,61.61,61.64,0.011,"(217, 354, 320, 528)"
225,11.627,61.71,61.75,0.010,"(217, 354, 320, 528)"
226,11.674,61.63,61.66,0.009,"(217, 354, 320, 528)"
227,11.722,61.73,61.76,0.005,"(217, 354, 320, 528)"
228,11.768,61.61,61.65,0.012,"(217, 354, 320, 528)"
229,11.815,61.70,61.73,0.014,"(217, 354, 320, 528)"
230,11.863,61.57,61.60,0.006,"(217, 354, 320, 528)"
231,11.911,61.69,61.73,0.004,"(217, 354, 320, 528)"
232,11.959,61.58,61.60,0.004,"(217, 354, 320, 528)"
233,12.011,61.71,61.75,0.016,"(217, 354, 320, 528)"
