frame_idx,timestamp_sec,ir_bbox,ir_poly,depth_m,bbox_coords
0,0.729,0.00,0.00,0.179,"(240, 377, 290, 417)"
1,0.799,0.00,0.00,0.179,"(240, 377, 290, 417)"
2,0.868,0.00,0.00,0.179,"(240, 377, 290, 417)"
3,0.941,0.00,0.00,0.179,"(240, 377, 290, 417)"
4,1.013,0.00,0.00,0.179,"(240, 377, 290, 417)"
5,1.083,0.00,0.00,0.179,"(240, 377, 290, 417)"
6,1.155,0.00,0.00,0.179,"(240, 377, 290, 417)"
7,1.224,0.00,0.00,0.179,"(240, 377, 290, 417)"
8,1.296,0.00,0.00,0.179,"(240, 377, 290, 417)"
9,1.368,0.00,0.00,0.179,"(240, 377, 290, 417)"
10,1.434,0.00,0.00,0.179,"(240, 377, 290, 417)"
11,1.496,0.00,0.00,0.179,"(240, 377, 290, 417)"
12,1.556,0.00,0.00,0.179,"(240, 377, 290, 417)"
13,1.616,0.00,0.00,0.179,"(240, 377, 290, 417)"
14,1.678,0.00,0.00,0.179,"(240, 377, 290, 417)"
15,1.740,0.00,0.00,0.179,"(240, 377, 290, 417)"
16,1.801,0.00,0.00,0.179,"(240, 377, 290, 417)"
17,1.858,0.00,0.00,0.179,"(240, 377, 290, 417)"
18,1.919,0.00,0.00,0.179,"(240, 377, 290, 417)"
19,1.980,0.00,0.00,0.179,"(240, 377, 290, 417)"
20,2.040,0.00,0.00,0.179,"(240, 377, 290, 417)"
21,2.102,0.00,0.00,0.179,"(240, 377, 290, 417)"
22,2.161,0.00,0.00,0.179,"(240, 377, 290, 417)"
23,2.222,0.00,0.00,0.179,"(240, 377, 290, 417)"
24,2.285,0.00,0.00,0.179,"(240, 377, 290, 417)"
25,2.348,0.00,0.00,0.179,"(240, 377, 290, 417)"
26,2.416,0.00,0.00,0.179,"(240, 377, 290, 417)"
27,2.489,0.00,0.00,0.179,"(240, 377, 290, 417)"
28,2.549,0.00,0.00,0.179,"(240, 377, 290, 417)"
29,2.609,0.00,0.00,0.179,"(240, 377, 290, 417)"
30,2.669,0.00,0.00,0.179,"(240, 377, 290, 417)"
31,2.732,0.00,0.00,0.179,"(240, 377, 290, 417)"
32,2.793,0.00,0.00,0.179,"(240, 377, 290, 417)"
33,2.854,0.00,0.00,0.179,"(240, 377, 290, 417)"
34,2.915,0.00,0.00,0.179,"(240, 377, 290, 417)"
35,2.977,0.00,0.00,0.179,"(240, 377, 290, 417)"
36,3.037,0.00,0.00,0.179,"(240, 377, 290, 417)"
37,3.099,0.00,0.00,0.179,"(240, 377, 290, 417)"
38,3.160,0.00,0.00,0.179,"(240, 377, 290, 417)"
39,3.223,0.00,0.00,0.179,"(240, 377, 290, 417)"
40,3.283,0.00,0.00,0.179,"(240, 377, 290, 417)"
41,3.344,0.00,0.00,0.179,"(240, 377, 290, 417)"
42,3.405,0.00,0.00,0.179,"(240, 377, 290, 417)"
43,3.466,0.00,0.00,0.179,"(240, 377, 290, 417)"
44,3.527,0.00,0.00,0.179,"(240, 377, 290, 417)"
45,3.586,0.00,0.00,0.179,"(240, 377, 290, 417)"
46,3.648,0.00,0.00,0.179,"(240, 377, 290, 417)"
47,3.708,0.00,0.00,0.179,"(240, 377, 290, 417)"
48,3.768,0.00,0.00,0.179,"(240, 377, 290, 417)"
49,3.828,0.00,0.00,0.179,"(240, 377, 290, 417)"
50,3.890,0.00,0.00,0.179,"(240, 377, 290, 417)"
51,3.953,0.00,0.00,0.179,"(240, 377, 290, 417)"
52,4.013,0.00,0.00,0.179,"(240, 377, 290, 417)"
53,4.071,0.00,0.00,0.179,"(240, 377, 290, 417)"
54,4.131,0.00,0.00,0.179,"(240, 377, 290, 417)"
55,4.192,0.00,0.00,0.179,"(240, 377, 290, 417)"
56,4.252,0.00,0.00,0.179,"(240, 377, 290, 417)"
57,4.313,0.00,0.00,0.179,"(240, 377, 290, 417)"
58,4.376,0.00,0.00,0.179,"(240, 377, 290, 417)"
59,4.437,0.00,0.00,0.179,"(240, 377, 290, 417)"
60,4.497,0.00,0.00,0.179,"(240, 377, 290, 417)"
61,4.554,0.00,0.00,0.179,"(240, 377, 290, 417)"
62,4.614,0.00,0.00,0.179,"(240, 377, 290, 417)"
63,4.675,0.00,0.00,0.179,"(240, 377, 290, 417)"
64,4.737,0.00,0.00,0.179,"(240, 377, 290, 417)"
65,4.798,0.00,0.00,0.179,"(240, 377, 290, 417)"
66,4.861,0.00,0.00,0.179,"(240, 377, 290, 417)"
67,4.922,0.00,0.00,0.179,"(240, 377, 290, 417)"
68,4.981,0.00,0.00,0.179,"(240, 377, 290, 417)"
69,5.041,0.00,0.00,0.179,"(240, 377, 290, 417)"
70,5.102,0.00,0.00,0.179,"(240, 377, 290, 417)"
71,5.162,0.00,0.00,0.179,"(240, 377, 290, 417)"
72,5.222,0.00,0.00,0.179,"(240, 377, 290, 417)"
73,5.282,0.00,0.00,0.179,"(240, 377, 290, 417)"
74,5.341,0.00,0.00,0.179,"(240, 377, 290, 417)"
75,5.402,0.00,0.00,0.179,"(240, 377, 290, 417)"
76,5.462,0.00,0.00,0.179,"(240, 377, 290, 417)"
77,5.524,0.00,0.00,0.179,"(240, 377, 290, 417)"
78,5.589,0.00,0.00,0.179,"(240, 377, 290, 417)"
79,5.648,0.00,0.00,0.179,"(240, 377, 290, 417)"
80,5.707,0.00,0.00,0.179,"(240, 377, 290, 417)"
81,5.764,0.00,0.00,0.179,"(240, 377, 290, 417)"
82,5.820,0.00,0.00,0.179,"(240, 377, 290, 417)"
83,5.876,0.00,0.00,0.179,"(240, 377, 290, 417)"
84,5.932,0.00,0.00,0.179,"(240, 377, 290, 417)"
85,5.994,0.00,0.00,0.179,"(240, 377, 290, 417)"
86,6.055,0.00,0.00,0.179,"(240, 377, 290, 417)"
87,6.116,0.00,0.00,0.179,"(240, 377, 290, 417)"
88,6.174,0.00,0.00,0.179,"(240, 377, 290, 417)"
89,6.234,0.00,0.00,0.179,"(240, 377, 290, 417)"
90,6.295,0.00,0.00,0.179,"(240, 377, 290, 417)"
91,6.356,0.00,0.00,0.179,"(240, 377, 290, 417)"
92,6.415,0.00,0.00,0.179,"(240, 377, 290, 417)"
93,6.476,0.00,0.00,0.179,"(240, 377, 290, 417)"
94,6.536,0.00,0.00,0.179,"(240, 377, 290, 417)"
95,6.595,0.00,0.00,0.179,"(240, 377, 290, 417)"
96,6.654,0.00,0.00,0.179,"(240, 377, 290, 417)"
97,6.716,0.00,0.00,0.179,"(240, 377, 290, 417)"
98,6.776,0.00,0.00,0.179,"(240, 377, 290, 417)"
99,6.837,0.00,0.00,0.179,"(240, 377, 290, 417)"
100,6.899,0.00,0.00,0.179,"(240, 377, 290, 417)"
101,6.961,0.00,0.00,0.179,"(240, 377, 290, 417)"
102,7.022,0.00,0.00,0.179,"(240, 377, 290, 417)"
103,7.084,0.00,0.00,0.179,"(240, 377, 290, 417)"
104,7.142,0.00,0.00,0.179,"(240, 377, 290, 417)"
105,7.201,0.00,0.00,0.179,"(240, 377, 290, 417)"
106,7.262,0.00,0.00,0.179,"(240, 377, 290, 417)"
107,7.326,0.00,0.00,0.179,"(240, 377, 290, 417)"
108,7.388,0.00,0.00,0.179,"(240, 377, 290, 417)"
109,7.448,0.00,0.00,0.179,"(240, 377, 290, 417)"
110,7.509,0.00,0.00,0.179,"(240, 377, 290, 417)"
111,7.571,0.00,0.00,0.179,"(240, 377, 290, 417)"
112,7.632,0.00,0.00,0.179,"(240, 377, 290, 417)"
113,7.694,0.00,0.00,0.179,"(240, 377, 290, 417)"
114,7.754,0.00,0.00,0.179,"(240, 377, 290, 417)"
115,7.815,0.00,0.00,0.179,"(240, 377, 290, 417)"
116,7.875,0.00,0.00,0.179,"(240, 377, 290, 417)"
117,7.936,0.00,0.00,0.179,"(240, 377, 290, 417)"
118,7.996,0.00,0.00,0.179,"(240, 377, 290, 417)"
119,8.055,0.00,0.00,0.179,"(240, 377, 290, 417)"
120,8.115,0.00,0.00,0.179,"(240, 377, 290, 417)"
121,8.175,0.00,0.00,0.179,"(240, 377, 290, 417)"
122,8.238,0.00,0.00,0.179,"(240, 377, 290, 417)"
123,8.297,0.00,0.00,0.179,"(240, 377, 290, 417)"
124,8.360,0.00,0.00,0.179,"(240, 377, 290, 417)"
125,8.419,0.00,0.00,0.179,"(240, 377, 290, 417)"
126,8.478,0.00,0.00,0.179,"(240, 377, 290, 417)"
127,8.537,0.00,0.00,0.179,"(240, 377, 290, 417)"
128,8.599,0.00,0.00,0.179,"(240, 377, 290, 417)"
129,8.656,0.00,0.00,0.179,"(240, 377, 290, 417)"
130,8.717,0.00,0.00,0.179,"(240, 377, 290, 417)"
131,8.777,0.00,0.00,0.179,"(240, 377, 290, 417)"
132,8.836,0.00,0.00,0.179,"(240, 377, 290, 417)"
133,8.898,0.00,0.00,0.179,"(240, 377, 290, 417)"
134,8.959,0.00,0.00,0.179,"(240, 377, 290, 417)"
135,9.018,0.00,0.00,0.179,"(240, 377, 290, 417)"
136,9.076,0.00,0.00,0.179,"(240, 377, 290, 417)"
137,9.138,0.00,0.00,0.179,"(240, 377, 290, 417)"
138,9.201,0.00,0.00,0.179,"(240, 377, 290, 417)"
139,9.261,0.00,0.00,0.179,"(240, 377, 290, 417)"
140,9.320,0.00,0.00,0.179,"(240, 377, 290, 417)"
141,9.378,0.00,0.00,0.179,"(240, 377, 290, 417)"
142,9.437,0.00,0.00,0.179,"(240, 377, 290, 417)"
143,9.500,0.00,0.00,0.179,"(240, 377, 290, 417)"
144,9.560,0.00,0.00,0.179,"(240, 377, 290, 417)"
145,9.621,0.00,0.00,0.179,"(240, 377, 290, 417)"
146,9.682,0.00,0.00,0.179,"(240, 377, 290, 417)"
147,9.742,0.00,0.00,0.179,"(240, 377, 290, 417)"
148,9.803,0.00,0.00,0.179,"(240, 377, 290, 417)"
149,9.864,0.00,0.00,0.179,"(240, 377, 290, 417)"
150,9.924,0.00,0.00,0.179,"(240, 377, 290, 417)"
151,9.985,0.00,0.00,0.179,"(240, 377, 290, 417)"
152,10.044,0.00,0.00,0.179,"(240, 377, 290, 417)"
153,10.105,0.00,0.00,0.179,"(240, 377, 290, 417)"
154,10.167,0.00,0.00,0.179,"(240, 377, 290, 417)"
155,10.228,0.00,0.00,0.179,"(240, 377, 290, 417)"
156,10.288,0.00,0.00,0.179,"(240, 377, 290, 417)"
157,10.345,0.00,0.00,0.179,"(240, 377, 290, 417)"
158,10.401,0.00,0.00,0.179,"(240, 377, 290, 417)"
159,10.460,0.00,0.00,0.179,"(240, 377, 290, 417)"
160,10.520,0.00,0.00,0.179,"(240, 377, 290, 417)"
161,10.581,0.00,0.00,0.179,"(240, 377, 290, 417)"
162,10.639,0.00,0.00,0.179,"(240, 377, 290, 417)"
163,10.696,0.00,0.00,0.179,"(240, 377, 290, 417)"
164,10.757,0.00,0.00,0.179,"(240, 377, 290, 417)"
165,10.817,0.00,0.00,0.179,"(240, 377, 290, 417)"
166,10.878,0.00,0.00,0.179,"(240, 377, 290, 417)"
167,10.940,0.00,0.00,0.179,"(240, 377, 290, 417)"
168,11.001,0.00,0.00,0.179,"(240, 377, 290, 417)"
169,11.062,0.00,0.00,0.179,"(240, 377, 290, 417)"
170,11.122,0.00,0.00,0.179,"(240, 377, 290, 417)"
171,11.181,0.00,0.00,0.179,"(240, 377, 290, 417)"
172,11.242,0.00,0.00,0.179,"(240, 377, 290, 417)"
173,11.303,0.00,0.00,0.179,"(240, 377, 290, 417)"
174,11.364,0.00,0.00,0.179,"(240, 377, 290, 417)"
175,11.424,0.00,0.00,0.179,"(240, 377, 290, 417)"
176,11.484,0.00,0.00,0.179,"(240, 377, 290, 417)"
177,11.545,0.00,0.00,0.179,"(240, 377, 290, 417)"
178,11.604,0.00,0.00,0.179,"(240, 377, 290, 417)"
179,11.665,0.00,0.00,0.179,"(240, 377, 290, 417)"
180,11.726,0.00,0.00,0.179,"(240, 377, 290, 417)"
181,11.785,0.00,0.00,0.179,"(240, 377, 290, 417)"
182,11.845,0.00,0.00,0.179,"(240, 377, 290, 417)"
183,11.907,0.00,0.00,0.179,"(240, 377, 290, 417)"
184,11.966,0.00,0.00,0.179,"(240, 377, 290, 417)"
185,12.028,0.00,0.00,0.179,"(240, 377, 290, 417)"
186,12.089,0.00,0.00,0.179,"(240, 377, 290, 417)"
187,12.150,0.00,0.00,0.179,"(240, 377, 290, 417)"
188,12.212,0.00,0.00,0.179,"(240, 377, 290, 417)"
189,12.271,0.00,0.00,0.179,"(240, 377, 290, 417)"
190,12.334,0.00,0.00,0.179,"(240, 377, 290, 417)"
191,12.397,0.00,0.00,0.179,"(240, 377, 290, 417)"
192,12.458,0.00,0.00,0.179,"(240, 377, 290, 417)"
193,12.520,0.00,0.00,0.179,"(240, 377, 290, 417)"
194,12.579,0.00,0.00,0.179,"(240, 377, 290, 417)"
195,12.639,0.00,0.00,0.179,"(240, 377, 290, 417)"
196,12.701,0.00,0.00,0.179,"(240, 377, 290, 417)"
197,12.761,0.00,0.00,0.179,"(240, 377, 290, 417)"
198,12.820,0.00,0.00,0.179,"(240, 377, 290, 417)"
199,12.881,0.00,0.00,0.179,"(240, 377, 290, 417)"
200,12.945,0.00,0.00,0.179,"(240, 377, 290, 417)"
201,13.010,0.00,0.00,0.179,"(240, 377, 290, 417)"
202,13.071,0.00,0.00,0.179,"(240, 377, 290, 417)"
203,13.134,0.00,0.00,0.179,"(240, 377, 290, 417)"
204,13.197,0.00,0.00,0.179,"(240, 377, 290, 417)"
205,13.259,0.00,0.00,0.179,"(240, 377, 290, 417)"
206,13.322,0.00,0.00,0.179,"(240, 377, 290, 417)"
207,13.392,0.00,0.00,0.179,"(240, 377, 290, 417)"
208,13.451,0.00,0.00,0.179,"(240, 377, 290, 417)"
209,13.512,0.00,0.00,0.179,"(240, 377, 290, 417)"
210,13.576,0.00,0.00,0.179,"(240, 377, 290, 417)"
211,13.639,0.00,0.00,0.179,"(240, 377, 290, 417)"
212,13.699,0.00,0.00,0.179,"(240, 377, 290, 417)"
213,13.761,0.00,0.00,0.179,"(240, 377, 290, 417)"
214,13.822,0.00,0.00,0.179,"(240, 377, 290, 417)"
215,13.882,0.00,0.00,0.179,"(240, 377, 290, 417)"
216,13.945,0.00,0.00,0.179,"(240, 377, 290, 417)"
217,14.008,0.00,0.00,0.179,"(240, 377, 290, 417)"
218,14.069,0.00,0.00,0.179,"(240, 377, 290, 417)"
219,14.132,0.00,0.00,0.179,"(240, 377, 290, 417)"
220,14.194,0.00,0.00,0.179,"(240, 377, 290, 417)"
221,14.259,0.00,0.00,0.179,"(240, 377, 290, 417)"
222,14.321,0.00,0.00,0.179,"(240, 377, 290, 417)"
223,14.381,0.00,0.00,0.179,"(240, 377, 290, 417)"
224,14.442,0.00,0.00,0.179,"(240, 377, 290, 417)"
225,14.504,0.00,0.00,0.179,"(240, 377, 290, 417)"
226,14.565,0.00,0.00,0.179,"(240, 377, 290, 417)"
227,14.627,0.00,0.00,0.179,"(240, 377, 290, 417)"
228,14.689,0.00,0.00,0.179,"(240, 377, 290, 417)"
229,14.751,0.00,0.00,0.179,"(240, 377, 290, 417)"
230,14.813,0.00,0.00,0.179,"(240, 377, 290, 417)"
231,14.875,0.00,0.00,0.179,"(240, 377, 290, 417)"
232,14.937,0.00,0.00,0.179,"(240, 377, 290, 417)"
233,15.001,0.00,0.00,0.179,"(240, 377, 290, 417)"
234,15.064,0.00,0.00,0.179,"(240, 377, 290, 417)"
235,15.126,0.00,0.00,0.179,"(240, 377, 290, 417)"
236,15.191,0.00,0.00,0.179,"(240, 377, 290, 417)"
237,15.253,0.00,0.00,0.179,"(240, 377, 290, 417)"
238,15.315,0.00,0.00,0.179,"(240, 377, 290, 417)"
239,15.377,0.00,0.00,0.179,"(240, 377, 290, 417)"
240,15.439,0.00,0.00,0.179,"(240, 377, 290, 417)"
241,15.502,0.00,0.00,0.179,"(240, 377, 290, 417)"
242,15.563,0.00,0.00,0.179,"(240, 377, 290, 417)"
243,15.628,0.00,0.00,0.179,"(240, 377, 290, 417)"
244,15.691,0.00,0.00,0.179,"(240, 377, 290, 417)"
245,15.756,0.00,0.00,0.179,"(240, 377, 290, 417)"
246,15.819,0.00,0.00,0.179,"(240, 377, 290, 417)"
247,15.882,0.00,0.00,0.179,"(240, 377, 290, 417)"
248,15.944,0.00,0.00,0.179,"(240, 377, 290, 417)"
249,16.001,0.00,0.00,0.179,"(240, 377, 290, 417)"
250,16.059,0.00,0.00,0.179,"(240, 377, 290, 417)"
251,16.115,0.00,0.00,0.179,"(240, 377, 290, 417)"
252,16.178,0.00,0.00,0.179,"(240, 377, 290, 417)"
253,16.241,0.00,0.00,0.179,"(240, 377, 290, 417)"
254,16.303,0.00,0.00,0.179,"(240, 377, 290, 417)"
255,16.367,0.00,0.00,0.179,"(240, 377, 290, 417)"
256,16.429,0.00,0.00,0.179,"(240, 377, 290, 417)"
257,16.489,0.00,0.00,0.179,"(240, 377, 290, 417)"
258,16.550,0.00,0.00,0.179,"(240, 377, 290, 417)"
259,16.613,0.00,0.00,0.179,"(240, 377, 290, 417)"
260,16.676,0.00,0.00,0.179,"(240, 377, 290, 417)"
261,16.739,0.00,0.00,0.179,"(240, 377, 290, 417)"
262,16.801,0.00,0.00,0.179,"(240, 377, 290, 417)"
263,16.862,0.00,0.00,0.179,"(240, 377, 290, 417)"
264,16.922,0.00,0.00,0.179,"(240, 377, 290, 417)"
265,16.986,0.00,0.00,0.179,"(240, 377, 290, 417)"
266,17.059,0.00,0.00,0.179,"(240, 377, 290, 417)"
267,17.133,0.00,0.00,0.179,"(240, 377, 290, 417)"
268,17.202,0.00,0.00,0.179,"(240, 377, 290, 417)"
269,17.278,0.00,0.00,0.179,"(240, 377, 290, 417)"
270,17.352,0.00,0.00,0.179,"(240, 377, 290, 417)"
271,17.418,0.00,0.00,0.179,"(240, 377, 290, 417)"
272,17.483,0.00,0.00,0.179,"(240, 377, 290, 417)"
273,17.546,0.00,0.00,0.179,"(240, 377, 290, 417)"
274,17.609,0.00,0.00,0.179,"(240, 377, 290, 417)"
275,17.674,0.00,0.00,0.179,"(240, 377, 290, 417)"
276,17.735,0.00,0.00,0.179,"(240, 377, 290, 417)"
277,17.797,0.00,0.00,0.179,"(240, 377, 290, 417)"
278,17.860,0.00,0.00,0.179,"(240, 377, 290, 417)"
279,17.922,0.00,0.00,0.179,"(240, 377, 290, 417)"
280,17.983,0.00,0.00,0.179,"(240, 377, 290, 417)"
281,18.046,0.00,0.00,0.179,"(240, 377, 290, 417)"
282,18.110,0.00,0.00,0.179,"(240, 377, 290, 417)"
283,18.184,0.00,0.00,0.179,"(240, 377, 290, 417)"
284,18.257,0.00,0.00,0.179,"(240, 377, 290, 417)"
285,18.326,0.00,0.00,0.179,"(240, 377, 290, 417)"
