color_bbox_mean_r,color_bbox_mean_g,color_poly_mean_b,color_poly_std_b,hsv_bbox_mean_h,hsv_bbox_mean_s,hsv_poly_mean_h,hsv_poly_mean_s,hsv_poly_mean_v,color_bbox_entropy,color_poly_entropy,ir_cluster,level2_class
123.621,87.385,104.312,51.225,77.174,88.894,96.828,100.595,124.175,6.371,6.281,181.06,oil_water
123.791,87.383,104.31,51.311,77.483,89.397,97.13,101.276,124.36,6.379,6.289,181.04,oil_water
123.777,87.419,104.345,51.33,77.406,89.3,96.952,101.196,124.336,6.379,6.287,181.03,oil_water
123.699,87.404,104.304,51.17,77.015,88.838,96.819,100.609,124.195,6.373,6.286,181.07,oil_water
123.749,87.413,104.333,51.389,77.231,89.453,96.847,101.37,124.357,6.374,6.281,181.03,oil_water
123.822,87.403,104.257,51.386,77.808,89.584,97.111,101.443,124.336,6.366,6.278,181.02,oil_water
123.654,87.401,104.279,51.194,76.918,88.816,96.618,100.616,124.174,6.364,6.276,181.06,oil_water
123.745,87.345,104.391,51.336,77.472,89.352,96.814,101.268,124.351,6.363,6.274,181.03,oil_water
123.768,87.346,104.369,51.347,77.739,89.329,97.255,101.212,124.345,6.365,6.276,181.02,oil_water
123.726,87.358,104.289,51.245,76.898,89.027,96.887,100.843,124.2,6.373,6.281,181.07,oil_water
123.796,87.331,104.335,51.326,77.49,89.528,97.031,101.471,124.346,6.367,6.276,181.03,oil_water
123.785,87.366,104.412,51.357,77.556,89.351,97.017,101.325,124.388,6.364,6.274,181.0,oil_water
123.704,87.386,104.257,51.226,77.037,88.942,96.747,100.659,124.171,6.372,6.284,181.06,oil_water
123.799,87.348,104.294,51.292,77.215,89.429,96.858,101.232,124.332,6.368,6.277,181.02,oil_water
123.823,87.386,104.271,51.333,77.363,89.44,97.04,101.263,124.351,6.37,6.279,181.0,oil_water
123.679,87.367,104.239,51.261,76.865,89.09,96.471,100.82,124.188,6.371,6.281,181.07,oil_water
123.744,87.407,104.271,51.351,77.59,89.353,97.134,101.266,124.3,6.373,6.28,181.02,oil_water
123.806,87.371,104.348,51.34,77.235,89.49,96.871,101.29,124.36,6.376,6.283,181.01,oil_water
123.676,87.377,104.212,51.239,77.253,89.087,96.871,100.855,124.183,6.372,6.281,181.06,oil_water
123.789,87.357,104.201,51.327,77.423,89.471,96.975,101.348,124.295,6.37,6.276,181.01,oil_water
123.803,87.346,104.273,51.471,77.573,89.809,96.985,101.604,124.361,6.363,6.274,181.0,oil_water
123.683,87.356,104.291,51.237,77.486,89.037,97.186,100.794,124.194,6.378,6.287,181.05,oil_water
123.72,87.383,104.304,51.325,77.38,89.417,96.901,101.282,124.298,6.363,6.275,181.02,oil_water
123.772,87.32,104.304,51.33,77.774,89.471,97.365,101.319,124.335,6.364,6.277,180.99,oil_water
123.689,87.322,104.239,51.269,77.165,89.001,97.046,100.925,124.236,6.369,6.278,181.06,oil_water
123.769,87.337,104.206,51.337,77.691,89.682,97.266,101.485,124.3,6.374,6.284,181.01,oil_water
123.782,87.323,104.289,51.376,77.242,89.674,96.931,101.408,124.325,6.363,6.273,180.99,oil_water
123.655,87.347,104.275,51.204,77.031,88.959,96.767,100.699,124.166,6.362,6.273,181.05,oil_water
123.743,87.317,104.314,51.277,77.502,89.533,96.972,101.337,124.281,6.373,6.285,181.02,oil_water
123.694,87.419,104.253,51.323,77.765,89.379,97.187,101.245,124.269,6.363,6.275,180.99,oil_water
123.687,87.334,104.209,51.263,77.038,89.183,96.594,100.953,124.202,6.373,6.282,181.05,oil_water
123.623,87.331,104.161,51.366,77.386,89.417,96.85,101.414,124.266,6.367,6.276,181.01,oil_water
123.71,87.384,104.213,51.315,77.442,89.3,96.974,101.238,124.278,6.364,6.276,180.98,oil_water
123.701,87.319,104.249,51.222,76.868,89.017,96.575,100.822,124.181,6.374,6.281,181.05,oil_water
123.701,87.305,104.227,51.289,77.27,89.368,96.836,101.361,124.272,6.368,6.279,181.0,oil_water
123.834,87.325,104.287,51.331,77.418,89.657,96.946,101.439,124.349,6.368,6.279,180.99,oil_water
123.639,87.305,104.238,51.242,77.117,89.057,96.749,100.818,124.163,6.371,6.282,181.04,oil_water
123.663,87.299,104.186,51.319,77.82,89.563,97.152,101.37,124.24,6.367,6.279,181.0,oil_water
123.715,87.309,104.199,51.376,77.212,89.55,96.922,101.382,124.235,6.373,6.284,180.99,oil_water
123.657,87.28,104.276,51.271,76.726,89.187,96.546,100.928,124.169,6.361,6.274,181.04,oil_water
123.574,87.344,104.123,51.378,77.471,89.525,96.999,101.337,124.178,6.364,6.272,181.0,oil_water
123.743,87.336,104.326,51.36,77.474,89.687,97.002,101.383,124.316,6.366,6.275,180.99,oil_water
123.712,87.267,104.181,51.189,76.697,88.965,96.584,100.795,124.139,6.373,6.283,181.04,oil_water
123.672,87.246,104.197,51.21,77.621,89.289,97.264,101.314,124.178,6.374,6.283,180.99,oil_water
123.661,87.305,104.256,51.344,77.356,89.413,96.91,101.256,124.233,6.367,6.281,180.98,oil_water
123.63,87.212,104.161,51.206,77.258,89.165,96.922,100.93,124.139,6.356,6.273,181.04,oil_water
123.577,87.256,104.173,51.369,77.48,89.481,96.992,101.372,124.204,6.37,6.281,181.0,oil_water
123.609,87.209,104.116,51.423,77.408,89.618,97.069,101.492,124.191,6.358,6.27,180.98,oil_water
123.559,87.118,104.192,51.239,77.295,89.194,96.969,100.84,124.08,6.369,6.284,181.03,oil_water
123.419,87.108,104.063,51.31,77.631,89.471,97.153,101.323,124.001,6.361,6.273,180.99,oil_water
123.523,87.176,104.069,51.388,77.421,89.549,97.16,101.356,124.092,6.365,6.283,180.98,oil_water
123.315,87.11,104.042,51.284,77.237,89.044,96.806,100.952,123.976,6.368,6.282,181.02,oil_water
123.429,87.039,104.097,51.295,77.566,89.528,97.197,101.404,124.01,6.368,6.283,180.99,oil_water
123.324,87.097,104.133,51.331,77.594,89.305,97.086,101.209,123.984,6.362,6.278,180.98,oil_water
123.325,87.034,104.089,51.273,76.896,89.096,96.612,100.814,123.883,6.368,6.283,181.02,oil_water
123.276,87.027,104.04,51.39,77.285,89.542,96.84,101.409,123.956,6.361,6.277,180.99,oil_water
123.36,86.91,103.992,51.342,77.426,89.557,97.29,101.342,123.908,6.366,6.284,180.99,oil_water
123.249,86.855,103.96,51.311,76.785,89.252,96.59,101.022,123.859,6.363,6.281,181.02,oil_water
123.213,86.868,103.999,51.364,77.512,89.622,97.039,101.436,123.87,6.359,6.276,181.0,oil_water
123.353,86.803,104.034,51.375,77.413,89.85,97.081,101.614,123.974,6.367,6.285,180.98,oil_water
123.16,86.805,103.918,51.305,77.15,89.29,96.925,101.109,123.818,6.359,6.279,181.01,oil_water
123.068,86.847,103.953,51.379,77.559,89.508,96.981,101.348,123.77,6.36,6.278,181.01,oil_water
123.097,86.827,103.972,51.418,77.396,89.813,96.874,101.457,123.798,6.347,6.268,180.98,oil_water
122.972,86.796,103.969,51.29,76.954,89.11,96.673,100.798,123.65,6.353,6.275,181.0,oil_water
123.061,86.72,103.937,51.38,77.554,89.717,97.056,101.593,123.767,6.356,6.276,180.99,oil_water
123.103,86.704,103.986,51.433,77.462,89.811,97.179,101.601,123.822,6.35,6.271,180.98,oil_water
122.918,86.741,103.893,51.346,76.998,89.208,96.528,101.002,123.627,6.352,6.275,181.01,oil_water
123.04,86.674,103.865,51.309,77.454,89.621,96.996,101.328,123.667,6.351,6.275,181.01,oil_water
122.988,86.689,103.953,51.416,77.856,89.607,97.206,101.434,123.745,6.358,6.282,180.98,oil_water
122.838,86.663,103.988,51.279,76.978,89.05,96.69,100.841,123.618,6.346,6.27,181.0,oil_water
122.991,86.629,103.716,51.488,77.416,89.975,96.966,101.844,123.707,6.361,6.282,180.99,oil_water
122.897,86.656,103.872,51.43,77.244,89.65,96.722,101.585,123.702,6.354,6.275,180.98,oil_water
122.868,86.678,103.905,51.307,77.302,89.223,96.988,100.971,123.594,6.352,6.275,181.0,oil_water
122.973,86.598,103.871,51.364,77.139,89.614,96.941,101.388,123.671,6.348,6.271,181.01,oil_water
122.899,86.613,103.847,51.423,77.497,89.658,97.322,101.469,123.627,6.347,6.271,180.99,oil_water
122.826,86.585,103.886,51.317,76.866,89.205,96.521,100.928,123.57,6.36,6.283,180.99,oil_water
122.852,86.551,103.822,51.357,77.567,89.527,97.146,101.425,123.596,6.356,6.277,181.0,oil_water
122.899,86.543,103.851,51.421,77.499,89.717,97.138,101.49,123.587,6.352,6.273,180.98,oil_water
122.814,86.568,103.867,51.281,77.264,89.255,96.967,100.938,123.51,6.346,6.271,180.99,oil_water
122.833,86.574,103.839,51.326,77.729,89.579,97.082,101.409,123.587,6.349,6.275,181.01,oil_water
122.882,86.579,103.883,51.422,77.525,89.767,97.031,101.488,123.636,6.344,6.264,180.98,oil_water
122.807,86.579,103.793,51.306,76.945,89.323,96.543,100.942,123.457,6.355,6.277,180.97,oil_water
122.848,86.575,103.907,51.442,77.334,89.636,97.031,101.46,123.627,6.352,6.274,181.01,oil_water
122.863,86.563,103.876,51.377,77.577,89.653,97.112,101.37,123.631,6.358,6.283,180.98,oil_water
122.821,86.533,103.93,51.331,77.402,89.324,97.112,100.995,123.574,6.355,6.279,180.98,oil_water
122.818,86.584,103.777,51.406,77.721,89.799,97.132,101.592,123.581,6.351,6.276,181.0,oil_water
122.847,86.551,103.819,51.392,77.166,89.638,96.823,101.469,123.569,6.349,6.273,180.97,oil_water
122.788,86.517,103.804,51.294,77.356,89.293,97.125,100.946,123.487,6.349,6.272,180.98,oil_water
122.842,86.503,103.728,51.384,77.976,89.9,97.321,101.642,123.563,6.351,6.273,181.01,oil_water
122.755,86.483,103.806,51.437,77.519,89.71,97.018,101.429,123.49,6.344,6.269,180.97,oil_water
122.782,86.452,103.708,51.372,77.015,89.468,96.89,101.219,123.438,6.354,6.282,180.97,oil_water
122.705,86.408,103.733,51.426,77.173,89.763,96.79,101.602,123.477,6.349,6.275,181.0,oil_water
122.699,86.432,103.767,51.396,77.572,89.744,97.126,101.561,123.461,6.353,6.275,180.97,oil_water
122.645,86.37,103.64,51.41,76.986,89.459,96.678,101.361,123.396,6.347,6.275,180.96,oil_water
122.644,86.356,103.715,51.404,77.443,89.678,96.972,101.61,123.44,6.351,6.28,181.0,oil_water
122.655,86.317,103.74,51.427,77.532,89.886,97.139,101.683,123.514,6.344,6.269,180.97,oil_water
122.581,86.288,103.615,51.409,76.892,89.53,96.676,101.284,123.302,6.353,6.276,180.95,oil_water
122.63,86.309,103.624,51.446,77.552,89.843,97.092,101.678,123.381,6.351,6.278,181.0,oil_water
122.671,86.238,103.654,51.437,77.308,90.039,96.965,101.676,123.394,6.35,6.276,180.96,oil_water
122.554,86.293,103.618,51.328,76.996,89.484,96.734,101.207,123.304,6.347,6.272,180.95,oil_water
122.576,86.227,103.673,51.413,77.848,89.798,97.408,101.714,123.38,6.349,6.271,181.01,oil_water
122.564,86.248,103.648,51.448,77.221,89.9,96.833,101.673,123.326,6.356,6.281,180.96,oil_water
122.583,86.196,103.738,51.385,77.152,89.655,97.005,101.195,123.324,6.355,6.281,180.95,oil_water
122.584,86.207,103.634,51.475,77.446,90.051,96.991,101.819,123.394,6.353,6.278,181.0,oil_water
122.512,86.219,103.595,51.524,77.769,90.02,97.324,101.819,123.36,6.357,6.281,180.97,oil_water
122.484,86.242,103.63,51.358,77.195,89.378,96.967,101.269,123.237,6.346,6.275,180.95,oil_water
122.579,86.209,103.652,51.489,77.617,90.024,97.141,101.775,123.408,6.353,6.277,181.0,oil_water
122.522,86.234,103.556,51.474,77.545,89.997,97.176,101.758,123.314,6.346,6.27,180.96,oil_water
122.502,86.162,103.606,51.415,77.097,89.596,96.889,101.356,123.255,6.348,6.273,180.94,oil_water
122.53,86.169,103.567,51.456,77.764,90.015,97.322,101.719,123.262,6.341,6.268,181.0,oil_water
122.48,86.149,103.581,51.422,77.472,90.042,97.048,101.74,123.291,6.351,6.275,180.96,oil_water
122.427,86.19,103.598,51.381,76.942,89.547,96.78,101.273,123.194,6.355,6.281,180.94,oil_water
122.515,86.193,103.593,51.477,77.747,90.054,97.212,101.798,123.321,6.346,6.274,181.0,oil_water
122.462,86.137,103.576,51.45,77.385,89.941,96.973,101.69,123.244,6.349,6.273,180.96,oil_water
122.387,86.154,103.579,51.382,77.039,89.563,96.832,101.23,123.169,6.346,6.276,180.94,oil_water
122.502,86.118,103.629,51.494,77.477,89.937,97.109,101.819,123.374,6.348,6.272,181.0,oil_water
122.476,86.164,103.529,51.446,77.629,90.036,97.349,101.808,123.239,6.342,6.267,180.95,oil_water
122.379,86.166,103.6,51.398,76.894,89.494,96.608,101.221,123.177,6.353,6.276,180.93,oil_water
122.559,86.168,103.576,51.5,77.348,90.124,96.976,101.924,123.362,6.344,6.271,180.99,oil_water
122.5,86.17,103.552,51.389,77.445,89.846,96.97,101.669,123.263,6.35,6.277,180.95,oil_water
122.434,86.159,103.598,51.372,77.314,89.506,96.957,101.329,123.25,6.337,6.264,180.93,oil_water
122.539,86.184,103.607,51.424,77.621,90.074,97.187,101.757,123.3,6.35,6.274,180.99,oil_water
122.48,86.194,103.577,51.476,77.577,90.017,97.027,101.734,123.296,6.349,6.275,180.95,oil_water
122.496,86.137,103.552,51.364,77.1,89.672,96.785,101.423,123.23,6.355,6.279,180.93,oil_water
122.539,86.161,103.544,51.503,77.435,90.132,97.264,102.04,123.358,6.341,6.265,180.99,oil_water
122.482,86.197,103.56,51.405,77.36,89.905,97.022,101.757,123.31,6.345,6.27,180.94,oil_water
122.463,86.178,103.614,51.289,77.055,89.434,96.937,101.169,123.188,6.354,6.279,180.93,oil_water
122.525,86.198,103.588,51.384,77.515,89.816,97.159,101.666,123.293,6.345,6.268,180.99,oil_water
122.539,86.09,103.516,51.433,77.337,90.143,97.09,102.098,123.347,6.348,6.274,180.95,oil_water
122.46,86.123,103.527,51.302,77.026,89.49,96.773,101.088,123.141,6.334,6.272,180.93,oil_water
122.417,86.092,103.517,51.445,77.179,89.965,97.02,101.772,123.205,6.334,6.267,180.98,oil_water
122.378,85.995,103.487,51.461,77.368,90.093,97.092,101.839,123.169,6.328,6.265,180.93,oil_water
122.216,86.022,103.431,51.411,76.665,89.552,96.617,101.243,122.985,6.33,6.268,180.91,oil_water
122.322,85.86,103.507,51.453,77.211,90.114,96.996,101.819,123.135,6.32,6.265,180.96,oil_water
122.208,85.774,103.474,51.444,77.223,90.181,97.193,101.667,123.0,6.313,6.264,180.93,oil_water
122.057,85.702,103.432,51.446,76.637,89.723,96.698,101.358,122.94,6.303,6.26,180.91,oil_water
122.026,85.65,103.45,51.494,76.742,90.161,96.624,101.792,122.967,6.306,6.259,180.96,oil_water
121.971,85.563,103.392,51.501,77.114,90.232,96.952,101.816,122.927,6.294,6.257,180.92,oil_water
121.917,85.571,103.344,51.443,76.587,89.888,96.855,101.377,122.872,6.305,6.273,180.91,oil_water
121.964,85.525,103.417,51.508,77.211,90.292,97.281,101.851,122.964,6.296,6.265,180.96,oil_water
121.925,85.436,103.394,51.447,76.757,90.245,96.915,101.711,122.912,6.279,6.254,180.92,oil_water
121.835,85.443,103.412,51.324,76.234,89.588,96.526,101.147,122.771,6.278,6.251,180.91,oil_water
121.893,85.453,103.473,51.474,77.011,90.138,97.139,101.606,122.899,6.281,6.261,180.96,oil_water
121.825,85.415,103.341,51.436,76.768,90.28,96.815,101.72,122.819,6.28,6.257,180.92,oil_water
121.703,85.412,103.358,51.359,76.565,89.641,96.792,101.058,122.685,6.28,6.26,180.91,oil_water
121.866,85.397,103.32,51.556,77.122,90.474,97.175,101.923,122.825,6.282,6.263,180.95,oil_water
121.764,85.344,103.401,51.438,77.092,90.249,97.211,101.775,122.849,6.276,6.255,180.93,oil_water
121.706,85.305,103.371,51.281,76.489,89.535,96.713,101.003,122.643,6.284,6.267,180.91,oil_water
121.697,85.338,103.43,51.534,76.915,90.176,96.751,101.71,122.835,6.267,6.25,180.95,oil_water
121.659,85.289,103.262,51.454,76.909,90.108,96.909,101.642,122.673,6.274,6.255,180.93,oil_water
121.574,85.271,103.264,51.409,76.301,89.874,96.595,101.148,122.565,6.282,6.259,180.91,oil_water
121.645,85.281,103.427,51.468,76.702,90.059,96.653,101.541,122.743,6.274,6.257,180.94,oil_water
121.554,85.228,103.382,51.503,76.973,90.043,97.108,101.632,122.697,6.277,6.26,180.94,oil_water
121.549,85.221,103.451,51.318,76.32,89.44,96.694,100.967,122.61,6.268,6.256,180.91,oil_water
121.648,85.292,103.383,51.513,77.009,90.198,96.974,101.698,122.74,6.279,6.262,180.94,oil_water
121.592,85.252,103.434,51.472,76.875,90.089,96.962,101.508,122.703,6.275,6.258,180.94,oil_water
121.642,85.326,103.359,51.342,76.41,89.695,96.627,101.011,122.631,6.284,6.261,180.91,oil_water
121.669,85.353,103.455,51.459,77.089,90.061,97.062,101.478,122.772,6.275,6.259,180.92,oil_water
121.73,85.36,103.382,51.469,76.957,90.163,97.065,101.675,122.777,6.278,6.262,180.93,oil_water
121.703,85.371,103.398,51.362,76.619,89.658,96.932,101.106,122.732,6.275,6.258,180.9,oil_water
121.81,85.494,103.52,51.473,76.994,89.926,97.003,101.516,122.893,6.255,6.239,180.93,oil_water
121.717,85.532,103.546,51.399,76.848,89.772,96.989,101.101,122.777,6.277,6.258,180.93,oil_water
121.82,85.548,103.463,51.296,76.795,89.531,96.954,100.937,122.8,6.282,6.258,180.91,oil_water
121.956,85.552,103.599,51.41,77.135,90.009,97.129,101.468,122.996,6.275,6.251,180.93,oil_water
121.867,85.632,103.531,51.379,76.884,89.815,96.908,101.234,122.906,6.27,6.251,180.93,oil_water
121.96,85.643,103.473,51.287,76.703,89.47,97.08,100.931,122.905,6.279,6.26,180.91,oil_water
122.075,85.68,103.563,51.418,76.806,90.066,97.008,101.507,123.071,6.283,6.262,180.91,oil_water
121.97,85.636,103.516,51.425,76.932,89.919,97.117,101.382,122.915,6.281,6.255,180.93,oil_water
121.907,85.647,103.528,51.272,76.53,89.367,96.683,100.786,122.848,6.285,6.261,180.91,oil_water
122.044,85.663,103.561,51.412,77.14,89.953,97.197,101.382,123.008,6.283,6.263,180.91,oil_water
121.953,85.58,103.479,51.451,76.883,90.111,96.872,101.631,122.958,6.28,6.256,180.93,oil_water
121.86,85.581,103.319,51.364,76.339,89.661,96.493,101.146,122.805,6.282,6.263,180.91,oil_water
121.856,85.51,103.536,51.474,77.319,89.922,97.247,101.598,122.944,6.267,6.245,180.91,oil_water
121.85,85.521,103.418,51.386,76.991,89.974,97.086,101.361,122.855,6.269,6.25,180.94,oil_water
121.702,85.441,103.375,51.25,76.622,89.467,96.837,100.844,122.638,6.283,6.265,180.9,oil_water
121.842,85.4,103.392,51.498,77.049,90.323,97.199,101.852,122.889,6.28,6.257,180.9,oil_water
121.764,85.408,103.313,51.415,76.948,90.033,96.997,101.601,122.76,6.286,6.261,180.92,oil_water
121.693,85.429,103.304,51.319,76.471,89.61,96.72,101.156,122.634,6.276,6.255,180.9,oil_water
121.903,85.451,103.425,51.446,76.727,90.084,96.795,101.615,122.911,6.29,6.263,180.9,oil_water
121.869,85.514,103.46,51.425,76.85,90.034,96.94,101.593,122.879,6.286,6.252,180.94,oil_water
121.85,85.535,103.287,51.382,76.656,89.809,96.849,101.425,122.808,6.295,6.257,180.9,oil_water
122.031,85.658,103.404,51.487,76.959,90.197,96.993,101.645,122.929,6.295,6.259,180.89,oil_water
122.099,85.792,103.416,51.418,77.066,90.105,96.983,101.592,122.961,6.301,6.26,180.93,oil_water
122.186,85.881,103.408,51.308,76.235,89.584,96.35,101.13,123.006,6.307,6.265,180.91,oil_water
122.43,86.061,103.594,51.41,76.904,89.983,96.998,101.581,123.267,6.319,6.267,180.89,oil_water
122.555,86.246,103.611,51.384,77.421,89.933,97.343,101.582,123.371,6.312,6.26,180.93,oil_water
122.698,86.388,103.585,51.25,76.519,89.307,96.642,101.025,123.35,6.328,6.269,180.9,oil_water
122.938,86.579,103.789,51.379,77.026,89.654,96.862,101.493,123.666,6.338,6.272,180.89,oil_water
123.028,86.757,103.809,51.255,77.158,89.499,96.969,101.239,123.638,6.34,6.271,180.94,oil_water
123.051,86.833,103.821,51.169,76.983,89.148,96.852,100.857,123.638,6.344,6.271,180.9,oil_water
123.283,86.917,103.914,51.324,77.17,89.783,96.759,101.461,123.879,6.355,6.278,180.88,oil_water
123.25,86.998,104.071,51.234,77.481,89.415,97.083,101.134,123.916,6.351,6.273,180.94,oil_water
123.287,87.09,103.901,51.115,77.044,89.051,96.823,100.736,123.802,6.355,6.272,180.9,oil_water
123.47,87.053,104.028,51.288,77.421,89.749,97.224,101.475,124.079,6.359,6.278,180.89,oil_water
123.38,87.061,104.005,51.256,77.567,89.494,97.175,101.285,123.909,6.36,6.274,180.94,oil_water
123.303,87.084,103.902,51.112,76.941,89.082,96.605,100.648,123.78,6.362,6.276,180.9,oil_water
123.355,87.087,103.961,51.312,77.54,89.617,97.139,101.318,123.936,6.364,6.278,180.88,oil_water
123.284,86.992,103.916,51.298,77.307,89.644,96.889,101.442,123.909,6.361,6.28,180.94,oil_water
123.134,86.962,103.817,51.155,76.932,89.134,96.784,100.758,123.677,6.35,6.267,180.9,oil_water
123.268,87.001,103.885,51.372,77.318,89.771,96.779,101.516,123.922,6.357,6.275,180.88,oil_water
123.257,86.902,103.849,51.333,77.699,89.901,97.334,101.613,123.88,6.361,6.279,180.94,oil_water
123.097,86.857,103.819,51.134,76.885,89.111,96.698,100.872,123.652,6.355,6.272,180.89,oil_water
123.198,86.891,103.869,51.257,77.536,89.713,97.27,101.404,123.804,6.357,6.274,180.88,oil_water
123.159,86.81,103.742,51.307,77.527,89.718,97.162,101.486,123.728,6.353,6.274,180.95,oil_water
122.957,86.831,103.673,51.118,77.266,89.175,96.927,100.73,123.494,6.355,6.275,180.9,oil_water
123.148,86.772,103.743,51.309,77.277,89.749,96.955,101.565,123.754,6.348,6.266,180.88,oil_water
123.054,86.81,103.815,51.304,77.358,89.623,97.005,101.335,123.676,6.365,6.28,180.94,oil_water
123.007,86.726,103.658,51.155,76.848,89.327,96.672,101.024,123.539,6.354,6.271,180.89,oil_water
123.086,86.736,103.718,51.37,77.392,89.825,97.082,101.558,123.733,6.354,6.275,180.86,oil_water
122.975,86.712,103.705,51.306,77.216,89.687,96.837,101.443,123.609,6.361,6.28,180.94,oil_water
122.853,86.684,103.6,51.143,76.666,89.136,96.433,100.814,123.417,6.349,6.269,180.89,oil_water
122.94,86.627,103.729,51.394,77.489,89.863,97.119,101.636,123.591,6.351,6.269,180.87,oil_water
122.926,86.611,103.749,51.349,77.165,89.796,96.755,101.604,123.624,6.348,6.268,180.93,oil_water
122.756,86.631,103.544,51.184,76.88,89.271,96.657,100.833,123.288,6.36,6.279,180.88,oil_water
122.877,86.612,103.668,51.382,77.34,89.86,96.943,101.558,123.546,6.351,6.269,180.87,oil_water
122.858,86.605,103.667,51.334,77.345,89.85,96.889,101.598,123.547,6.361,6.284,180.93,oil_water
122.782,86.571,103.673,51.217,77.172,89.428,96.841,101.1,123.427,6.352,6.272,180.89,oil_water
122.838,86.647,103.744,51.39,77.365,89.67,96.833,101.365,123.561,6.36,6.276,180.87,oil_water
122.87,86.61,103.678,51.319,77.306,89.761,96.825,101.473,123.579,6.356,6.276,180.92,oil_water
122.696,86.604,103.607,51.168,77.212,89.25,96.826,100.9,123.355,6.357,6.273,180.89,oil_water
122.898,86.591,103.727,51.355,77.723,89.827,97.311,101.56,123.529,6.359,6.277,180.87,oil_water
122.861,86.658,103.673,51.302,77.63,89.691,97.194,101.419,123.514,6.354,6.27,180.92,oil_water
122.764,86.628,103.653,51.181,77.196,89.281,96.856,100.972,123.429,6.364,6.277,180.88,oil_water
122.857,86.662,103.798,51.363,77.282,89.68,96.667,101.504,123.654,6.355,6.27,180.86,oil_water
122.955,86.656,103.719,51.282,77.561,89.717,97.285,101.536,123.65,6.345,6.261,180.91,oil_water
122.796,86.622,103.667,51.182,76.725,89.142,96.473,100.884,123.415,6.355,6.277,180.87,oil_water
122.853,86.699,103.711,51.304,77.627,89.549,97.074,101.391,123.538,6.359,6.275,180.87,oil_water
122.98,86.655,103.668,51.326,77.391,89.866,96.92,101.616,123.587,6.364,6.283,180.92,oil_water
124.921,105.052,107.031,15.753,116.22,51.809,52.405,14.694,112.279,6.072,4.767,182.68,water
125.139,105.124,106.764,16.023,116.593,52.238,51.474,14.89,112.034,6.083,4.821,182.38,water
125.389,105.623,106.045,16.376,114.463,52.019,41.474,15.826,111.896,6.083,4.874,182.31,water
125.349,105.757,105.736,17.153,113.894,51.639,38.884,16.538,111.79,6.089,4.867,182.21,water
124.014,104.494,106.688,15.5,114.364,51.708,53.34,15.111,112.144,6.072,4.72,182.13,water
123.669,104.384,106.701,15.021,114.539,51.528,41.545,14.102,111.821,6.077,4.716,182.18,water
123.726,104.385,105.937,14.837,112.639,51.587,35.7,15.495,111.902,6.066,4.735,182.25,water
123.778,104.245,106.102,15.251,113.232,51.382,37.225,15.729,112.075,6.069,4.749,182.2,water
123.629,104.35,106.48,14.886,115.442,51.681,45.728,14.744,111.921,6.065,4.742,182.25,water
123.641,104.407,106.545,14.864,114.751,51.533,47.871,14.875,111.991,6.074,4.691,182.39,water
123.908,104.193,106.854,14.749,115.068,51.644,55.527,14.66,112.153,6.075,4.682,182.33,water
122.072,103.329,105.25,14.759,112.507,51.054,45.011,15.107,110.866,6.07,4.8,182.39,water
121.851,103.003,105.054,14.076,113.065,51.123,43.079,16.176,111.359,6.081,4.734,182.65,water
122.265,103.263,106.057,14.764,113.871,51.14,41.1,14.46,111.331,6.091,4.719,182.63,water
122.627,103.237,107.822,15.302,114.658,51.355,52.345,13.498,112.606,6.107,4.691,182.54,water
122.468,103.221,109.3,16.02,117.395,51.761,62.336,12.543,113.308,6.123,4.742,182.47,water
122.328,103.353,109.786,16.323,117.455,51.506,65.585,11.543,113.218,6.143,4.726,182.57,water
122.266,103.251,109.611,15.95,117.115,51.438,68.042,11.723,113.146,6.126,4.709,182.65,water
122.665,103.223,107.826,15.126,113.188,51.628,39.458,12.189,112.263,6.104,4.777,182.56,water
122.529,103.449,106.717,16.314,113.758,51.276,42.285,13.346,111.506,6.105,4.844,182.38,water
122.788,103.467,106.171,16.986,115.532,51.668,40.415,16.032,112.207,6.115,4.92,182.41,water
122.532,103.586,107.656,16.946,113.895,51.027,42.454,14.732,113.077,6.11,4.981,182.44,water
122.662,103.722,110.283,16.728,115.242,51.017,49.666,12.403,114.5,6.111,5.04,182.51,water
122.63,103.854,112.76,16.589,114.159,51.067,47.461,11.399,116.447,6.113,5.068,182.61,water
123.037,103.813,116.168,13.497,115.025,51.171,58.521,9.478,119.122,6.128,4.949,182.57,water
122.935,104.229,117.785,12.634,113.618,50.795,50.96,8.886,120.51,6.143,4.756,182.51,water
123.42,104.391,119.202,11.964,113.35,50.872,42.796,8.395,122.109,6.149,4.673,182.6,water
123.475,104.771,120.969,11.363,114.787,50.027,42.458,7.935,123.865,6.177,4.563,182.58,water
123.605,105.378,124.493,10.776,112.823,49.818,48.841,7.746,126.9,6.172,4.568,182.54,water
123.9,106.067,127.143,10.73,113.087,49.006,53.385,8.471,129.862,6.197,4.569,182.61,water
123.995,106.397,129.317,10.18,113.95,48.373,60.563,9.319,131.715,6.202,4.59,182.59,water
123.774,106.939,130.623,9.568,112.674,48.106,67.513,9.538,132.677,6.213,4.547,182.54,water
124.404,107.221,131.496,9.045,113.19,48.428,62.881,9.301,133.584,6.212,4.592,182.6,water
124.78,107.559,133.183,8.344,114.648,48.131,72.081,9.01,134.618,6.21,4.585,182.58,water
125.496,108.261,133.417,8.367,113.582,47.753,65.25,9.736,135.816,6.235,4.576,182.54,water
