color_bbox_mean_r,color_bbox_mean_g,color_poly_mean_b,color_poly_std_b,hsv_bbox_mean_h,hsv_bbox_mean_s,hsv_poly_mean_h,hsv_poly_mean_s,hsv_poly_mean_v,color_bbox_entropy,color_poly_entropy,ir_cluster,level2_class
103.246,60.784,120.958,13.793,130.579,113.417,35.581,14.635,127.221,6.234,5.299,174.91,Medium oil
103.127,60.888,121.087,13.854,129.44,113.206,33.515,14.13,127.043,6.231,5.308,174.9,Medium oil
103.12,60.838,121.026,13.776,129.622,113.013,31.883,13.959,126.976,6.228,5.319,174.9,Medium oil
103.212,60.795,121.241,13.792,132.327,113.287,34.26,13.595,127.096,6.234,5.331,174.91,Medium oil
103.244,60.869,121.06,13.745,130.999,113.198,32.236,14.112,127.122,6.229,5.306,174.9,Medium oil
103.395,60.8,121.192,13.858,130.734,113.28,34.599,14.178,127.345,6.236,5.309,174.9,Medium oil
103.293,60.75,121.14,13.865,129.762,113.611,37.005,14.375,127.23,6.231,5.317,174.93,Medium oil
103.25,60.896,120.923,13.679,129.342,113.33,29.168,13.759,127.004,6.23,5.314,174.89,Medium oil
103.32,60.731,121.411,13.858,130.42,113.465,35.196,13.627,127.168,6.242,5.318,174.88,Medium oil
103.224,60.802,121.03,13.815,130.902,113.29,31.553,14.181,127.078,6.234,5.316,174.92,Medium oil
103.079,60.838,121.215,13.959,129.911,113.142,33.349,13.67,126.985,6.241,5.317,174.89,Medium oil
103.254,60.774,120.868,13.683,130.977,113.236,36.277,14.45,127.155,6.234,5.294,174.87,Medium oil
103.063,60.837,121.26,13.831,130.954,113.093,35.796,13.672,126.929,6.237,5.335,174.92,Medium oil
103.25,60.797,121.212,13.902,130.885,113.281,33.317,13.703,126.962,6.234,5.314,174.89,Medium oil
103.309,60.706,121.045,13.672,131.175,113.613,34.249,14.222,127.189,6.236,5.333,174.89,Medium oil
103.204,60.812,120.907,13.741,128.815,113.469,35.457,14.722,127.136,6.228,5.318,174.93,Medium oil
102.905,60.92,120.929,13.821,130.779,112.696,34.266,14.163,126.922,6.239,5.324,174.89,Medium oil
103.189,60.764,121.209,13.694,130.956,113.357,34.342,13.703,126.999,6.233,5.32,174.88,Medium oil
103.204,60.741,121.167,13.739,131.489,113.404,31.52,13.793,127.027,6.235,5.333,174.93,Medium oil
102.982,60.935,121.11,13.736,129.184,112.867,32.158,13.514,126.863,6.236,5.306,174.89,Medium oil
103.17,60.852,121.091,13.538,130.487,112.922,34.846,13.887,127.054,6.229,5.301,174.87,Medium oil
103.212,60.777,121.106,13.871,130.168,113.574,33.207,13.86,126.939,6.237,5.307,174.93,Medium oil
103.222,60.778,120.963,13.714,130.251,113.465,34.364,14.253,127.104,6.228,5.334,174.89,Medium oil
103.186,60.741,121.193,13.777,130.636,113.249,36.626,13.995,127.094,6.229,5.325,174.86,Medium oil
103.209,60.745,121.08,13.768,130.662,113.452,33.445,13.933,127.001,6.234,5.306,174.93,Medium oil
103.144,60.812,121.081,13.907,130.198,113.138,32.872,13.721,126.905,6.236,5.302,174.88,Medium oil
103.117,60.849,121.126,14.004,130.483,113.081,34.854,13.936,127.0,6.234,5.32,174.87,Medium oil
103.231,60.816,121.109,13.809,130.736,113.423,33.081,14.307,127.228,6.237,5.319,174.92,Medium oil
103.23,60.797,121.313,13.679,130.7,113.338,37.687,13.645,127.017,6.232,5.317,174.87,Medium oil
103.208,60.883,120.942,13.756,130.645,112.906,31.26,14.169,127.141,6.238,5.307,174.85,Medium oil
103.238,60.825,121.02,13.938,130.487,113.333,34.814,14.478,127.147,6.232,5.298,174.91,Medium oil
103.227,60.783,121.163,13.848,130.437,113.307,32.962,13.695,127.026,6.233,5.306,174.87,Medium oil
103.191,60.898,121.25,13.883,130.622,112.932,38.054,14.095,127.155,6.236,5.306,174.86,Medium oil
103.345,60.765,121.045,13.678,130.837,113.633,35.462,14.473,127.234,6.228,5.302,174.93,Medium oil
103.157,60.894,121.41,13.594,130.08,113.166,30.337,12.881,126.901,6.234,5.31,174.88,Medium oil
103.236,60.814,121.039,13.617,131.234,113.121,32.679,13.923,127.162,6.231,5.309,174.85,Medium oil
103.269,60.81,121.049,13.649,129.402,113.477,31.483,13.929,127.219,6.232,5.313,174.93,Medium oil
103.292,60.745,121.109,13.865,130.685,113.58,32.983,14.156,127.189,6.235,5.306,174.87,Medium oil
103.235,60.841,121.224,13.856,130.468,113.231,32.176,13.865,127.068,6.243,5.309,174.84,Medium oil
103.324,60.815,120.845,13.71,130.766,113.498,33.276,14.133,126.99,6.237,5.325,174.92,Medium oil
103.258,60.777,121.202,13.79,129.71,113.518,33.626,13.786,127.106,6.228,5.32,174.87,Medium oil
103.209,60.828,121.142,13.964,129.976,113.043,32.895,13.941,127.018,6.231,5.329,174.84,Medium oil
103.208,60.855,121.193,13.79,130.837,113.081,32.338,13.935,127.097,6.234,5.321,174.92,Medium oil
103.245,60.78,121.403,13.632,131.622,113.466,38.095,13.228,126.953,6.231,5.325,174.86,Medium oil
103.215,60.787,121.175,13.806,130.69,113.136,32.312,13.817,127.068,6.231,5.312,174.84,Medium oil
103.332,60.776,121.075,14.032,129.613,113.682,31.871,13.997,127.069,6.236,5.327,174.91,Medium oil
103.287,60.731,121.082,13.759,129.988,113.602,32.912,14.099,127.202,6.232,5.315,174.86,Medium oil
103.206,60.8,121.197,13.673,130.339,113.235,32.958,13.899,127.087,6.238,5.338,174.85,Medium oil
103.186,60.786,121.097,13.702,131.274,113.41,30.969,14.151,127.227,6.236,5.307,174.92,Medium oil
103.177,60.766,120.886,13.685,130.77,113.504,32.961,14.181,127.017,6.232,5.333,174.87,Medium oil
103.154,60.741,120.935,13.835,132.072,113.24,32.91,14.406,127.09,6.231,5.307,174.84,Medium oil
103.243,60.759,121.186,13.892,129.778,113.552,35.959,13.839,127.016,6.232,5.31,174.92,Medium oil
103.164,60.838,120.98,13.898,129.809,113.242,35.454,14.332,127.071,6.235,5.304,174.87,Medium oil
103.246,60.755,120.912,13.571,131.712,113.345,34.783,14.04,127.026,6.237,5.332,174.86,Medium oil
103.235,60.764,121.141,13.682,130.28,113.408,33.721,13.759,127.035,6.237,5.309,174.92,Medium oil
103.183,60.763,121.055,13.958,130.682,113.301,34.687,14.42,127.109,6.226,5.322,174.86,Medium oil
103.105,60.83,121.074,13.661,130.428,112.927,35.336,14.114,127.082,6.234,5.283,174.83,Medium oil
103.196,60.811,121.235,13.746,130.321,113.364,34.22,13.63,127.017,6.238,5.307,174.91,Medium oil
103.136,60.814,120.918,13.879,130.056,113.199,32.426,14.289,127.099,6.234,5.294,174.85,Medium oil
103.144,60.791,120.818,13.707,130.433,113.099,30.23,14.133,126.995,6.237,5.336,174.85,Medium oil
103.138,60.778,120.994,13.745,130.566,113.289,35.849,14.168,127.043,6.239,5.317,174.92,Medium oil
103.114,60.733,120.87,13.699,129.571,113.427,31.66,14.266,127.072,6.231,5.305,174.86,Medium oil
103.118,60.782,121.016,13.598,131.532,113.132,35.325,14.006,127.04,6.231,5.336,174.84,Medium oil
103.26,60.707,121.239,13.695,131.627,113.74,36.709,13.269,126.905,6.233,5.318,174.91,Medium oil
103.159,60.756,120.926,13.623,129.139,113.415,33.097,13.844,126.95,6.231,5.318,174.86,Medium oil
103.202,60.735,121.201,13.734,132.154,113.369,33.524,13.799,127.048,6.229,5.305,174.85,Medium oil
103.196,60.812,121.116,13.729,131.305,113.327,32.455,13.77,126.942,6.243,5.3,174.9,Medium oil
103.182,60.721,120.685,13.65,130.34,113.618,33.864,14.27,126.961,6.239,5.323,174.86,Medium oil
103.1,60.803,120.873,13.933,130.196,113.059,33.24,14.175,127.004,6.227,5.337,174.86,Medium oil
103.194,60.776,121.0,13.784,130.534,113.365,33.341,13.912,127.003,6.233,5.317,174.9,Medium oil
103.182,60.78,120.837,13.761,130.91,113.325,34.946,14.371,126.948,6.234,5.313,174.85,Medium oil
103.152,60.778,120.805,13.783,130.255,113.215,31.23,14.158,126.975,6.231,5.325,174.85,Medium oil
103.255,60.726,121.067,13.816,131.694,113.517,32.267,13.627,126.908,6.235,5.324,174.9,Medium oil
103.084,60.762,121.155,13.822,129.875,113.386,34.188,13.013,126.662,6.237,5.332,174.86,Medium oil
103.123,60.792,120.961,13.867,131.118,113.24,35.397,14.058,126.924,6.236,5.327,174.85,Medium oil
103.211,60.741,120.821,13.96,130.684,113.364,31.548,14.183,126.981,6.233,5.311,174.88,Medium oil
103.082,60.786,121.167,13.71,131.012,113.194,33.764,13.616,127.006,6.235,5.326,174.86,Medium oil
103.15,60.749,120.917,13.798,130.479,113.268,31.97,13.676,126.78,6.23,5.327,174.85,Medium oil
103.215,60.718,121.102,13.852,129.143,113.585,31.985,13.522,126.854,6.233,5.315,174.89,Medium oil
103.175,60.774,120.888,13.892,130.077,113.439,31.651,13.821,126.838,6.234,5.303,174.85,Medium oil
103.144,60.738,121.007,13.857,129.851,113.324,32.682,13.634,126.78,6.236,5.297,174.84,Medium oil
103.153,60.74,121.117,13.815,130.744,113.348,33.174,13.819,126.942,6.236,5.304,174.88,Medium oil
103.126,60.791,121.04,13.942,129.724,113.44,32.724,13.791,126.92,6.23,5.317,174.85,Medium oil
103.12,60.782,121.198,13.891,130.278,113.116,34.824,13.659,126.948,6.235,5.309,174.83,Medium oil
103.172,60.745,121.038,13.745,130.551,113.302,30.178,13.477,126.838,6.241,5.3,174.87,Medium oil
103.153,60.756,120.997,13.697,129.631,113.467,32.333,14.156,127.121,6.231,5.332,174.86,Medium oil
103.166,60.736,120.938,13.671,131.155,113.306,32.852,13.75,126.88,6.238,5.318,174.84,Medium oil
103.108,60.809,120.938,13.794,129.604,113.069,32.19,14.039,126.982,6.234,5.296,174.87,Medium oil
103.18,60.712,121.129,13.823,131.395,113.501,37.168,13.722,126.867,6.235,5.324,174.86,Medium oil
103.083,60.825,121.059,13.897,130.612,112.973,34.812,14.014,126.986,6.238,5.309,174.84,Medium oil
103.19,60.784,120.885,13.694,130.439,113.435,36.895,14.153,126.979,6.243,5.31,174.86,Medium oil
103.259,60.735,121.074,13.775,129.476,113.663,33.582,13.506,126.904,6.239,5.302,174.86,Medium oil
103.117,60.755,121.11,13.807,131.384,113.119,39.011,14.098,127.047,6.237,5.302,174.83,Medium oil
103.185,60.746,121.17,13.842,131.06,113.447,34.271,13.452,126.808,6.233,5.328,174.85,Medium oil
103.177,60.667,120.739,13.668,131.213,113.553,32.669,14.146,126.865,6.234,5.337,174.85,Medium oil
103.173,60.77,120.901,13.77,131.568,113.204,33.518,14.112,126.967,6.24,5.321,174.83,Medium oil
103.183,60.812,120.936,13.64,131.177,113.267,31.542,14.017,127.002,6.235,5.299,174.83,Medium oil
103.182,60.774,121.119,13.593,131.736,113.393,33.803,13.429,126.901,6.233,5.32,174.84,Medium oil
103.11,60.798,121.078,13.849,131.093,113.147,34.11,14.065,127.071,6.229,5.298,174.82,Medium oil
103.24,60.753,120.956,13.795,131.515,113.439,32.919,14.363,127.078,6.237,5.326,174.84,Medium oil
103.146,60.761,120.732,13.711,130.373,113.344,34.593,14.18,126.86,6.234,5.307,174.84,Medium oil
103.185,60.745,120.98,13.657,130.689,113.267,32.371,14.098,127.05,6.236,5.302,174.82,Medium oil
103.182,60.77,120.88,13.87,129.353,113.422,33.204,13.961,126.927,6.233,5.317,174.84,Medium oil
103.287,60.727,120.926,13.824,130.929,113.729,36.619,14.21,127.008,6.234,5.308,174.85,Medium oil
103.117,60.779,121.045,13.809,130.302,113.134,32.033,14.071,127.117,6.232,5.332,174.83,Medium oil
103.197,60.763,121.189,13.794,131.147,113.595,35.428,14.008,127.13,6.231,5.325,174.83,Medium oil
103.133,60.765,120.94,13.734,130.259,113.473,32.469,14.295,127.122,6.232,5.305,174.85,Medium oil
103.009,60.821,121.062,13.907,130.717,112.851,33.062,13.956,127.078,6.231,5.31,174.82,Medium oil
103.136,60.771,120.978,13.865,131.446,113.155,36.37,14.537,127.102,6.235,5.316,174.83,Medium oil
103.111,60.765,121.22,13.727,130.533,113.26,35.432,13.647,126.977,6.234,5.312,174.86,Medium oil
103.084,60.762,121.077,13.913,130.647,113.12,34.28,14.145,127.067,6.23,5.3,174.83,Medium oil
103.143,60.759,121.048,13.903,130.345,113.217,35.359,14.392,127.193,6.235,5.301,174.82,Medium oil
103.122,60.741,121.279,13.77,130.484,113.31,34.709,13.441,126.975,6.234,5.327,174.84,Medium oil
103.135,60.732,121.007,13.718,131.593,112.924,29.675,13.857,127.033,6.23,5.313,174.83,Medium oil
103.214,60.78,121.281,13.926,132.972,113.316,35.306,13.741,127.01,6.235,5.31,174.81,Medium oil
103.106,60.757,120.984,14.005,130.186,113.403,35.76,14.294,127.027,6.229,5.316,174.86,Medium oil
103.154,60.745,121.227,14.023,130.736,113.305,35.458,14.285,127.204,6.231,5.332,174.83,Medium oil
103.162,60.762,120.863,14.03,130.094,113.451,31.358,14.508,127.144,6.24,5.299,174.82,Medium oil
103.117,60.763,121.017,13.757,130.031,113.256,34.403,13.962,127.007,6.229,5.317,174.86,Medium oil
103.001,60.829,121.413,13.811,130.336,112.855,30.947,12.871,126.857,6.221,5.327,174.82,Medium oil
103.169,60.735,121.178,13.86,130.485,113.452,32.852,13.621,126.93,6.234,5.313,174.81,Medium oil
103.122,60.691,120.877,13.469,130.477,113.466,32.636,13.96,126.959,6.229,5.306,174.86,Medium oil
103.107,60.77,121.001,13.661,131.28,113.017,32.925,13.753,126.968,6.231,5.315,174.82,Medium oil
103.239,60.77,120.937,13.77,129.669,113.56,33.079,13.878,126.944,6.237,5.297,174.81,Medium oil
103.143,60.717,120.874,13.715,130.715,113.588,32.963,14.369,127.098,6.238,5.312,174.87,Medium oil
103.084,60.785,121.047,13.689,129.827,113.005,34.24,14.193,127.124,6.241,5.336,174.82,Medium oil
103.166,60.755,121.032,13.692,130.572,113.285,36.466,13.577,126.876,6.236,5.31,174.8,Medium oil
103.209,60.738,120.899,13.647,129.899,113.447,32.395,13.959,126.959,6.236,5.303,174.86,Medium oil
103.058,60.766,120.986,13.742,130.549,113.118,31.903,13.978,126.982,6.235,5.32,174.82,Medium oil
103.165,60.794,120.738,13.671,129.922,113.253,32.355,14.788,127.17,6.231,5.32,174.8,Medium oil
103.236,60.757,121.211,13.749,131.069,113.516,33.476,13.728,127.112,6.235,5.322,174.85,Medium oil
103.147,60.786,121.082,13.881,131.22,113.14,33.959,13.866,127.023,6.234,5.303,174.8,Medium oil
103.172,60.8,121.07,13.802,129.908,113.291,34.031,13.951,127.01,6.235,5.29,174.79,Medium oil
103.12,60.746,121.188,13.779,130.985,113.277,34.176,13.419,126.869,6.234,5.327,174.85,Medium oil
103.01,60.811,121.221,13.668,131.149,112.891,32.424,13.548,126.991,6.232,5.322,174.81,Medium oil
103.216,60.806,121.037,13.832,131.127,113.395,34.39,14.166,127.043,6.236,5.295,174.77,Medium oil
103.255,60.747,121.178,13.667,131.385,113.494,34.571,13.193,126.85,6.221,5.337,174.84,Medium oil
103.107,60.793,120.793,13.868,131.599,113.044,34.175,14.403,126.98,6.224,5.309,174.81,Medium oil
103.114,60.874,121.058,13.802,130.472,113.083,35.516,13.794,126.914,6.227,5.326,174.77,Medium oil
103.223,60.785,121.087,13.707,129.969,113.521,32.858,13.988,126.979,6.237,5.315,174.85,Medium oil
103.156,60.744,121.151,13.89,131.828,113.149,33.151,14.032,127.086,6.234,5.294,174.79,Medium oil
103.158,60.807,121.086,13.73,130.067,113.194,35.665,13.522,126.817,6.23,5.321,174.78,Medium oil
103.129,60.74,120.947,13.942,130.561,113.38,34.648,14.195,126.973,6.231,5.329,174.85,Medium oil
103.077,60.778,121.038,13.705,131.848,113.109,30.557,13.835,126.97,6.23,5.309,174.8,Medium oil
103.146,60.761,121.05,13.836,129.716,113.154,31.893,13.782,126.927,6.226,5.305,174.78,Medium oil
103.216,60.718,120.928,13.825,130.385,113.634,37.798,14.232,126.952,6.22,5.304,174.85,Medium oil
103.132,60.721,121.147,13.614,130.861,113.248,34.256,13.558,126.924,6.237,5.333,174.79,Medium oil
103.177,60.786,120.793,13.746,131.792,113.314,33.938,14.812,127.163,6.232,5.315,174.77,Medium oil
103.153,60.759,121.199,13.727,130.046,113.365,32.273,13.238,126.835,6.237,5.333,174.85,Medium oil
103.093,60.721,121.001,13.632,130.863,113.232,30.04,14.196,127.148,6.228,5.307,174.79,Medium oil
103.13,60.765,121.045,13.711,129.56,113.407,30.775,13.527,126.886,6.23,5.328,174.77,Medium oil
103.181,60.756,120.923,13.857,131.707,113.447,31.833,13.854,126.869,6.238,5.316,174.84,Medium oil
103.026,60.726,121.134,13.808,130.735,113.185,32.969,13.809,127.028,6.23,5.312,174.78,Medium oil
103.153,60.778,121.139,14.023,130.104,113.291,37.907,13.931,126.94,6.239,5.308,174.77,Medium oil
103.232,60.781,120.973,13.751,130.695,113.541,33.764,14.09,127.06,6.229,5.316,174.84,Medium oil
103.144,60.786,121.088,13.851,131.942,113.123,36.791,14.075,127.076,6.232,5.32,174.78,Medium oil
103.188,60.807,121.235,13.751,129.385,113.436,37.858,13.506,126.831,6.233,5.306,174.77,Medium oil
103.209,60.786,121.08,13.689,131.123,113.254,33.777,13.658,126.928,6.234,5.312,174.84,Medium oil
103.104,60.772,121.037,13.942,130.098,113.22,33.627,14.173,127.089,6.226,5.327,174.78,Medium oil
103.179,60.822,120.834,13.725,131.565,113.249,31.878,14.215,127.002,6.229,5.291,174.76,Medium oil
103.089,60.796,121.046,13.624,131.324,113.161,33.148,14.269,127.159,6.229,5.317,174.83,Medium oil
103.099,60.74,120.983,13.615,130.736,113.316,32.493,14.003,127.025,6.232,5.301,174.78,Medium oil
103.225,60.748,121.062,13.792,130.47,113.494,33.557,13.805,127.011,6.235,5.329,174.76,Medium oil
103.102,60.759,120.926,13.822,129.703,113.236,33.766,13.845,126.911,6.233,5.322,174.83,Medium oil
103.095,60.739,121.116,13.87,131.104,113.331,36.454,14.237,127.046,6.231,5.301,174.78,Medium oil
103.113,60.814,121.023,13.85,130.509,113.155,33.114,14.057,127.032,6.229,5.314,174.77,Medium oil
103.174,60.758,121.21,13.904,130.421,113.333,38.479,13.974,127.066,6.23,5.321,174.83,Medium oil
103.101,60.756,121.026,13.924,130.499,113.127,32.535,13.963,126.956,6.227,5.308,174.77,Medium oil
103.178,60.762,121.025,13.979,130.259,113.398,33.998,13.925,126.893,6.231,5.306,174.77,Medium oil
103.165,60.805,120.905,13.663,130.561,113.293,31.546,13.726,126.916,6.235,5.298,174.83,Medium oil
103.091,60.763,121.099,13.704,131.361,113.054,35.938,13.455,126.841,6.236,5.327,174.78,Medium oil
103.069,60.768,120.992,13.663,131.39,113.197,32.785,13.658,126.965,6.23,5.319,174.78,Medium oil
103.068,60.836,121.252,13.82,131.43,113.092,33.225,13.152,126.848,6.236,5.317,174.83,Medium oil
103.108,60.754,121.133,14.026,131.519,113.122,30.883,13.735,127.048,6.228,5.33,174.78,Medium oil
103.109,60.776,120.837,13.714,131.084,113.313,33.676,14.254,127.019,6.232,5.323,174.77,Medium oil
103.196,60.748,121.16,13.841,131.418,113.334,35.638,13.953,127.019,6.23,5.325,174.83,Medium oil
103.157,60.69,121.065,13.745,130.259,113.376,31.992,13.912,127.057,6.228,5.324,174.79,Medium oil
103.149,60.812,120.948,13.744,129.824,113.219,31.736,14.207,127.104,6.232,5.323,174.77,Medium oil
103.054,60.82,121.298,13.731,130.065,113.001,33.808,13.073,126.784,6.23,5.315,174.82,Medium oil
103.011,60.749,121.187,13.923,129.928,113.182,35.75,13.49,126.814,6.232,5.302,174.78,Medium oil
103.165,60.814,120.892,13.744,130.043,113.207,31.57,13.74,126.87,6.237,5.334,174.77,Medium oil
103.13,60.823,121.075,13.843,129.977,113.136,33.168,14.099,127.069,6.239,5.308,174.82,Medium oil
103.114,60.72,121.261,13.723,130.424,113.293,32.958,13.599,127.049,6.231,5.312,174.79,Medium oil
103.16,60.746,120.875,13.856,130.022,113.501,35.361,14.284,126.994,6.23,5.306,174.77,Medium oil
103.137,60.767,121.304,13.898,130.544,113.302,36.069,13.796,127.068,6.233,5.298,174.82,Medium oil
103.042,60.779,121.111,13.749,130.063,113.073,32.707,13.689,127.028,6.232,5.314,174.78,Medium oil
103.176,60.744,120.866,13.812,129.364,113.599,32.917,14.285,127.059,6.231,5.318,174.78,Medium oil
103.248,60.736,121.034,13.896,131.152,113.556,36.474,14.46,127.121,6.236,5.29,174.82,Medium oil
103.119,60.703,121.095,13.725,130.422,113.273,35.02,13.604,126.929,6.231,5.306,174.78,Medium oil
103.174,60.729,120.956,13.731,130.071,113.539,31.783,13.925,126.951,6.227,5.33,174.77,Medium oil
103.058,60.747,120.892,13.653,130.551,113.247,32.442,14.095,126.984,6.235,5.339,174.81,Medium oil
103.055,60.743,121.158,13.687,130.662,113.037,31.996,13.906,127.101,6.233,5.339,174.79,Medium oil
103.139,60.789,121.072,14.036,129.77,113.397,32.259,13.901,127.052,6.226,5.314,174.78,Medium oil
103.111,60.78,121.135,13.652,130.804,113.345,34.927,13.666,126.935,6.228,5.314,174.81,Medium oil
103.06,60.742,121.052,13.886,130.301,113.12,34.414,13.751,126.896,6.224,5.312,174.78,Medium oil
103.148,60.763,120.979,13.678,131.865,113.299,34.145,14.152,127.127,6.237,5.3,174.78,Medium oil
103.141,60.74,121.015,13.85,130.026,113.397,34.94,13.88,126.92,6.23,5.321,174.8,Medium oil
103.095,60.735,120.996,13.527,130.01,113.359,34.626,13.944,126.962,6.242,5.325,174.78,Medium oil
103.098,60.729,120.956,13.729,131.645,113.176,32.479,13.942,126.903,6.226,5.323,174.78,Medium oil
103.132,60.76,121.136,13.748,130.197,113.383,36.474,13.568,126.873,6.233,5.331,174.79,Medium oil
103.139,60.719,120.903,13.729,131.176,113.27,32.855,14.019,126.922,6.235,5.304,174.78,Medium oil
103.113,60.7,121.063,13.925,129.749,113.387,33.35,13.575,126.815,6.23,5.316,174.77,Medium oil
103.136,60.745,121.003,13.802,130.085,113.419,31.911,13.677,126.905,6.23,5.308,174.8,Medium oil
103.065,60.733,120.938,13.684,131.146,113.164,34.002,14.346,127.074,6.239,5.326,174.79,Medium oil
103.053,60.743,121.135,13.795,130.345,113.182,34.443,13.672,126.902,6.228,5.31,174.77,Medium oil
103.1,60.754,121.026,13.738,129.782,113.453,33.631,13.753,126.895,6.233,5.303,174.79,Medium oil
103.169,60.652,120.95,13.772,130.886,113.549,32.444,14.005,126.925,6.234,5.31,174.79,Medium oil
103.08,60.653,120.799,13.853,130.863,113.387,33.478,14.398,126.955,6.232,5.317,174.76,Medium oil
103.014,60.793,120.954,13.858,130.029,113.136,35.014,14.22,126.953,6.229,5.328,174.78,Medium oil
102.959,60.727,121.102,13.709,131.179,113.03,34.061,13.868,126.926,6.224,5.328,174.79,Medium oil
103.055,60.701,120.774,13.78,130.555,113.342,33.495,14.203,126.942,6.23,5.304,174.76,Medium oil
103.029,60.737,120.923,13.906,131.015,113.255,30.695,13.899,126.904,6.236,5.327,174.78,Medium oil
103.048,60.711,120.855,13.743,130.789,113.131,31.322,13.817,126.848,6.235,5.316,174.79,Medium oil
103.065,60.673,120.913,13.993,130.843,113.487,32.076,14.005,126.814,6.23,5.313,174.77,Medium oil
103.097,60.679,120.742,13.837,130.372,113.482,31.468,13.882,126.688,6.222,5.299,174.77,Medium oil
103.041,60.651,120.891,13.746,130.229,113.387,37.511,14.093,126.82,6.23,5.307,174.79,Medium oil
103.022,60.666,120.698,13.73,129.873,113.411,31.373,14.238,126.786,6.233,5.319,174.77,Medium oil
103.058,60.669,120.919,13.71,129.909,113.488,35.856,13.515,126.625,6.232,5.323,174.78,Medium oil
102.954,60.633,120.543,13.756,129.791,113.197,33.664,14.494,126.808,6.23,5.313,174.8,Medium oil
103.016,60.665,120.425,13.786,130.537,113.365,33.521,14.323,126.602,6.231,5.317,174.77,Medium oil
103.02,60.644,120.803,13.697,131.672,113.323,31.755,13.274,126.439,6.236,5.307,174.76,Medium oil
102.824,60.68,120.709,13.769,129.433,112.953,35.422,14.078,126.606,6.231,5.303,174.8,Medium oil
102.861,60.648,120.519,13.826,130.767,113.2,33.1,13.968,126.427,6.226,5.297,174.77,Medium oil
103.053,60.647,120.464,13.774,129.477,113.667,34.216,13.914,126.359,6.23,5.337,174.76,Medium oil
102.897,60.574,120.428,13.872,130.259,113.29,33.66,14.537,126.587,6.235,5.319,174.8,Medium oil
102.956,60.619,120.099,13.782,130.582,113.408,31.407,14.702,126.475,6.237,5.337,174.78,Medium oil
102.951,60.621,120.329,13.775,129.326,113.52,34.682,13.845,126.26,6.233,5.303,174.76,Medium oil
102.861,60.618,120.315,13.588,130.504,113.165,31.981,14.16,126.366,6.233,5.33,174.79,Medium oil
102.92,60.657,120.051,13.766,129.513,113.434,33.367,14.85,126.42,6.233,5.314,174.77,Medium oil
102.804,60.6,120.135,13.969,130.027,113.249,31.074,14.023,126.088,6.23,5.334,174.74,Medium oil
102.846,60.552,120.262,13.875,131.086,113.159,35.963,14.493,126.295,6.234,5.323,174.79,Medium oil
102.808,60.613,120.216,13.81,130.656,113.088,35.924,14.143,126.114,6.227,5.326,174.76,Medium oil
102.863,60.544,120.021,13.818,130.846,113.528,34.208,14.606,126.213,6.235,5.324,174.74,Medium oil
102.828,60.561,119.801,13.758,129.178,113.39,32.246,14.504,126.084,6.236,5.298,174.79,Medium oil
102.869,60.511,119.962,13.71,130.896,113.644,32.714,13.833,125.872,6.227,5.318,174.75,Medium oil
102.91,60.518,119.546,13.859,130.015,113.694,34.692,15.21,126.123,6.228,5.31,174.74,Medium oil
102.797,60.549,119.908,13.868,130.499,113.208,30.739,13.915,125.92,6.229,5.318,174.79,Medium oil
102.877,60.426,119.718,13.898,131.068,113.924,34.383,14.686,126.004,6.229,5.326,174.75,Medium oil
102.822,60.539,119.681,13.75,130.565,113.535,31.187,14.541,125.95,6.23,5.301,174.73,Medium oil
102.691,60.515,119.627,13.886,132.355,113.153,30.926,14.702,125.943,6.23,5.304,174.79,Medium oil
102.742,60.505,119.802,13.744,130.796,113.407,34.505,13.739,125.684,6.228,5.324,174.75,Medium oil
102.774,60.48,119.478,13.836,130.174,113.524,31.575,14.58,125.701,6.237,5.312,174.73,Medium oil
102.785,60.506,119.599,13.7,129.996,113.486,30.313,14.177,125.717,6.233,5.329,174.79,Medium oil
102.823,60.405,119.608,13.762,130.171,113.762,32.586,13.915,125.553,6.228,5.309,174.74,Medium oil
102.75,60.419,119.316,13.746,130.015,113.655,28.485,14.559,125.641,6.233,5.298,174.72,Medium oil
102.711,60.484,119.484,13.716,129.54,113.413,31.609,14.602,125.819,6.233,5.311,174.78,Medium oil
102.738,60.472,119.637,13.765,130.252,113.668,32.984,14.449,125.651,6.226,5.329,174.75,Medium oil
102.688,60.494,119.348,13.692,130.746,113.465,30.463,14.271,125.585,6.231,5.317,174.72,Medium oil
102.753,60.425,119.51,13.873,131.357,113.452,30.821,14.017,125.479,6.227,5.305,174.79,Medium oil
102.736,60.426,119.15,13.812,130.174,113.802,32.091,14.516,125.403,6.229,5.321,174.74,Medium oil
102.75,60.48,119.414,13.591,130.35,113.495,32.852,13.7,125.33,6.231,5.312,174.72,Medium oil
102.739,60.456,119.269,13.712,129.861,113.59,33.12,14.922,125.651,6.23,5.311,174.78,Medium oil
102.737,60.451,119.347,13.774,129.979,113.48,36.359,14.552,125.537,6.231,5.331,174.73,Medium oil
102.765,60.445,119.478,13.829,129.898,113.687,33.729,14.127,125.528,6.23,5.329,174.7,Medium oil
102.739,60.451,119.292,13.714,131.193,113.314,30.947,14.181,125.418,6.235,5.312,174.78,Medium oil
102.721,60.484,119.057,13.78,129.506,113.437,31.829,15.038,125.555,6.232,5.306,174.72,Medium oil
